term,aliases,category,definition,source_name,source_url
뉴욕증권거래소(NewYork Stock Exchange ; NYSE),[],시장/상장,"뉴욕증권거래소(NYSE)는 미국 뉴욕 월가에 위치한 세계 최대 규모의 증권거래소입니다. 미국 주식 거래의 상당 부분을 차지하는 대표적인 시장으로, 주식과 채권이 모두 거래됩니다. 이곳에 상장된 보통주 전체의 시가총액을 가중치로 하여 산출하는 '뉴욕증권거래소 주가지수'는 다우존스, S&P 지수와 함께 미국 증시의 흐름을 보여주는 주요 지표로 활용됩니다.",미래에셋증권 증권용어사전,https://securities.miraeasset.com/hki/hki3028/r01.do
니케이 평균주가지수(Nikkei Stock Average Index),[],가격/차트,"니케이 평균주가지수는 일본경제신문사가 산출하여 발표하는 일본의 대표적인 주가지수입니다. 도쿄증권거래소에 상장된 종목 중 유동성이 높은 225개 종목을 대상으로 하며, 각 종목의 주가를 합산하여 나누는 가격가중평균 방식을 사용합니다. 유무상증자나 종목 교체 시 산출 공식을 조정하여 지수의 연속성을 유지하므로, 일본 증시의 장기적인 흐름을 파악하는 지표로 활용됩니다.",미래에셋증권 증권용어사전,https://securities.miraeasset.com/hki/hki3028/r01.do
다우 이론,[],가격/차트,"다우 이론은 주식시장의 중장기적인 추세를 예측하기 위해 고안된 기술적 분석 이론입니다. 주가 흐름을 주 동향(대세), 2차 동향, 일일 동향의 세 가지 단계로 나누어 분석하며, 이 중 시장의 큰 흐름인 주 동향을 파악하는 것을 가장 중요하게 여깁니다. 차트 분석이나 시장의 전반적인 방향성을 판단할 때 기초적인 틀로 활용됩니다.",미래에셋증권 증권용어사전,https://securities.miraeasset.com/hki/hki3028/r01.do
다우 존스 주가평균(The Dow Jones Average),[],가격/차트,"다우 존스 주가평균은 미국의 대표적인 기업들을 선정하여 주가 흐름을 보여주는 지수입니다. 공업, 운송, 공공 부문별로 우량 종목을 선정해 주가 평균을 산출하며, 주식분할이나 증자 등이 발생하면 항상제수를 수정해 지수의 연속성을 유지합니다. 시가총액이 아닌 주가 기준으로 계산하므로 주가가 높은 특정 종목의 영향을 많이 받을 수 있고, 종목 수가 적어 시장 전체의 동향을 완벽히 반영하기 어렵다는 한계가 있습니다.",미래에셋증권 증권용어사전,https://securities.miraeasset.com/hki/hki3028/r01.do
다우이론(Dow theory),[],가격/차트,"다우이론은 주가 변동을 기간에 따라 소추세, 중기추세, 주추세로 구분하여 시장의 흐름을 판단하는 방법입니다. 중기추세의 움직임을 분석해 장기적인 주추세를 예측하는 데 주로 활용됩니다. 중기추세의 고점이 이전 주추세의 고점을 넘지 못하면 하향 국면으로, 중기추세의 저점이 이전 주추세의 저점보다 높으면 상승 국면으로 해석하기도 합니다. 다만 추세 간의 구분이 명확하지 않을 수 있고, 추세 반전 신호가 실제보다 늦게 나타날 수 있다는 한계가 있습니다.",미래에셋증권 증권용어사전,https://securities.miraeasset.com/hki/hki3028/r01.do
다이렉트 어음(direct paper),[],채권/금리/환율,"다이렉트 어음은 기업이 상업어음(CP)을 발행할 때 전문 중개인(딜러)을 거치지 않고 투자자에게 직접 판매하는 방식입니다. 딜러를 통해 발행하는 '딜러 어음'과 구분되는 개념으로, 발행 기업 입장에서는 수수료 비용을 절감할 수 있고 금리가 상대적으로 낮다는 특징이 있습니다. 주로 발행 규모가 큰 대형 금융회사 등이 기관투자자를 대상으로 자금을 조달할 때 이 방식을 사용합니다.",미래에셋증권 증권용어사전,https://securities.miraeasset.com/hki/hki3028/r01.do
다중머리어깨모형(multipleheadand shoulder patterns),[],가격/차트,"다중머리어깨모형은 주가 차트 분석에서 머리어깨모형이 변형되어 여러 개의 어깨와 머리가 나타나는 형태를 말합니다. 일반적인 삼봉형보다 형성 기간이 길어 추세 반전이 비교적 완만하게 진행되는 특징이 있습니다. 모형의 대칭성이 강하게 나타나며, 차트 화면에서 주가 흐름의 변화를 파악할 때 활용됩니다.",미래에셋증권 증권용어사전,https://securities.miraeasset.com/hki/hki3028/r01.do
다지수모형(multi-index model) (multipleheadand shoulder patterns),[],투자지표/밸류에이션,"다지수모형은 주식이나 포트폴리오의 수익률 변동을 시장 지수뿐만 아니라 산업생산, 물가, 통화량 등 여러 공통 요인과의 관계를 통해 분석하는 방법입니다. 시장 전체의 움직임만을 고려하는 단일지수모형과 달리, 수익률에 영향을 주는 다양한 경제 변수들을 함께 고려하여 위험과 수익을 더 세밀하게 파악하고자 할 때 사용합니다. 각 요인에 대한 수익률의 민감도를 계산하여 분석하며, 주로 전문적인 투자 리포트나 포트폴리오 전략을 설명하는 맥락에서 활용됩니다.",미래에셋증권 증권용어사전,https://securities.miraeasset.com/hki/hki3028/r01.do
단기 예측,[],가격/차트,"단기 예측은 예측 기준 기간이 아주 짧은 주가 예측을 뜻하며, 보통 1개월 이내의 주가 흐름을 내다보는 것을 말합니다. 가격 차트 분석이나 리포트 등에서 가까운 시일 내의 주가 변동을 설명할 때 주로 쓰입니다. 예측 기간이 짧은 만큼 시장 상황에 따라 변동성이 클 수 있다는 점을 고려해야 합니다.",미래에셋증권 증권용어사전,https://securities.miraeasset.com/hki/hki3028/r01.do
단기금융시장 헤지,[],채권/금리/환율,"단기금융시장 헤지는 환율 변동에 따른 위험을 피하기 위해 단기금융시장을 이용하는 방식입니다. 선물환을 이용한 헤지와 목적은 같으나, 비용이 선물환율이 아닌 국가 간 금리 차이에 의해 결정된다는 차이가 있습니다. 시장의 비효율성으로 인해 발생하는 비용 차이를 이용하는 방법으로, 주로 기업의 환위험 관리나 리포트 등에서 언급됩니다.",미래에셋증권 증권용어사전,https://securities.miraeasset.com/hki/hki3028/r01.do
단기금융시장(money market),[],채권/금리/환율,"단기금융시장은 만기가 1년 미만인 금융자산이 거래되는 시장을 말합니다. 화폐시장이라고도 불리며 콜시장, 재정증권시장, 어음시장, 환매채(RP) 시장 등이 여기에 해당합니다. 장기금융시장이 원활하게 연계되어 전체 금융시장이 효율적으로 작동하도록 돕는 역할을 합니다.",미래에셋증권 증권용어사전,https://securities.miraeasset.com/hki/hki3028/r01.do
단기금융집합투자기구(MMF),[],ETF/펀드,"단기금융집합투자기구(MMF)는 자산 전부를 단기채권, CD, CP, 콜 상품 같은 단기금융상품에 투자하는 펀드입니다. 수시로 입출금이 가능하기 때문에 투자자들이 일시적인 여유자금을 운용할 때 주로 활용합니다.",iM증권 금융용어사전,https://www.imfnsec.com/research/financial_guide/fg000000.jsp
단기매매전략,[],가격/차트,"단기매매전략은 주가의 단기적인 상승과 하락을 예측하여 짧은 기간 안에 수익을 내고자 하는 방식입니다. 중장기적인 추세와 상관없이 가격 변동을 이용해 수익을 얻는 것을 목표로 합니다. 다만, 주가의 단기 변동은 규칙성이 부족해 예측이 매우 어렵고 위험성이 크다는 점을 유의해야 합니다.",미래에셋증권 증권용어사전,https://securities.miraeasset.com/hki/hki3028/r01.do
단기면세기금(short-term tax-exempt funds ; STEF),[],ETF/펀드,"단기면세기금(STEF)은 투자수익에 대해 면세 혜택을 받을 수 있는 단기투자신탁 상품입니다. 미국의 MMF와 유사한 구조를 가지며, 주로 연방소득세가 면제되는 주정부나 지방정부의 채권에 투자하여 수익을 얻는 것이 특징입니다. 세금 부담을 줄이려는 고소득 투자자들이 주로 활용하며, 기금의 운용 수익은 투자자에게 배당 형태로 지급됩니다.",미래에셋증권 증권용어사전,https://securities.miraeasset.com/hki/hki3028/r01.do
단기무역신용,[],거시경제,단기무역신용은 수입업자가 물품을 받은 뒤 일정 기간이 지나서 대금을 결제하는 외상 거래 방식입니다. 크게 은행이 대금 지급을 보증하는 기한부신용장(Usance L/C) 방식과 은행 보증 없이 수출업자가 수입업자에게 직접 신용을 제공하는 무신용장 인도인수(D/A) 방식으로 나뉩니다. D/A 방식은 은행의 보증이 없으므로 수출업자가 대금을 회수하지 못할 위험이 상대적으로 큽니다.,미래에셋증권 증권용어사전,https://securities.miraeasset.com/hki/hki3028/r01.do
단기채(short-term bond),[],채권/금리/환율,"단기채는 상환기한이 대체로 1~2년 이하인 채권을 뜻합니다. 발행 시점의 만기가 짧은 채권뿐만 아니라, 원래 만기가 길었더라도 유통시장에서 거래될 때 만기까지 남은 기간이 1~2년 이하인 채권도 포함합니다. 채권 시장이나 뉴스에서 금리 변화에 따른 가격 변동성을 설명할 때 주로 사용되는 용어입니다.",미래에셋증권 증권용어사전,https://securities.miraeasset.com/hki/hki3028/r01.do
단기투자자(day-to-day trader),[],수급/투자자,단기투자자는 장기 보유를 통한 경영 참여나 배당금 수령보다는 짧은 기간 내에 주식을 매매하여 차익을 얻으려는 투자자를 뜻합니다. 거래 규모는 상대적으로 작을 수 있으나 매매를 빈번하게 하는 경향이 있습니다. 주식 시장의 수급 상황이나 거래 활동성을 설명할 때 주로 사용되는 용어입니다.,미래에셋증권 증권용어사전,https://securities.miraeasset.com/hki/hki3028/r01.do
단리법(simple interest method),[],채권/금리/환율,"단리법은 원금에 대해서만 이자를 계산하는 방식입니다. 이자액이 경과 기간에 정비례하여 늘어나며, 원리합계는 원금에 이자(원금×이율×기간)를 더해 산출합니다. 주로 1~2년의 단기 금융거래나 만기가 1년 이하인 할인채 등을 분석할 때 사용하며, 장기 거래나 일반적인 증권 분석에서 주로 쓰이는 복리법과 구분됩니다.",미래에셋증권 증권용어사전,https://securities.miraeasset.com/hki/hki3028/r01.do
단명어음(single name paper),[],채권/금리/환율,"단명어음은 배서가 없는 약속어음이나 발행인이 스스로를 지불인으로 지정하여 발행하는 어음을 뜻합니다. 주로 은행에서 대출을 받을 때 차용증서 대신 발행하며, 이를 활용한 대출 방식을 어음대출이라고 합니다. 기업의 자금 조달이나 은행 대출 관련 맥락에서 주로 사용되는 용어입니다.",미래에셋증권 증권용어사전,https://securities.miraeasset.com/hki/hki3028/r01.do
단수주,[],공시/기업행위,"단수주는 기업의 증자나 합병 과정에서 주주에게 주식을 배정할 때, 1주 미만으로 계산되어 남은 주식을 의미합니다. 주로 유상증자, 무상증자, 기업 합병 시 신주 배정 비율이나 합병 비율을 적용하는 과정에서 발생하며, 계산상으로만 존재합니다.",iM증권 금융용어사전,https://www.imfnsec.com/research/financial_guide/fg000000.jsp
단순 주가평균,[],가격/차트,"단순 주가평균은 주가의 일반적인 수준을 파악하기 위해 사용하는 지표입니다. 평균 배당률과 대비하여 주식의 수익률 수준을 산출할 수 있다는 장점이 있습니다. 다만 증자에 따른 권리락, 주식 분할, 구성 종목의 변경 등이 발생하면 주가의 연속성이 유지되지 않아 장기적인 흐름을 관찰하는 데에는 한계가 있습니다.",미래에셋증권 증권용어사전,https://securities.miraeasset.com/hki/hki3028/r01.do
단순송금방식수출,[],거시경제,"단순송금방식수출은 수출 대금 전액을 현금이나 수표 등으로 미리 받은 뒤, 180일 이내에 물품을 보내는 수출 거래 방식입니다. 주로 상품 견본이나 시험용품 같은 소액 수출, 또는 부피가 작고 가격이 비싼 귀금속을 수출할 때 활용됩니다. 대금을 먼저 수령하고 나중에 물품을 인도하는 결제 구조가 특징입니다.",미래에셋증권 증권용어사전,https://securities.miraeasset.com/hki/hki3028/r01.do
단순주가지수(simple price index),[],가격/차트,단순주가지수는 선정된 주식 종목들의 가격 합계를 기준 시점과 비교하여 나타낸 지표입니다. 기준 시점의 주가 합계에 비해 현재 시점의 주가 합계가 어느 정도 수준인지 상대적인 수치로 계산합니다. 주가 차트나 시장 동향을 분석할 때 가격의 변동 흐름을 파악하는 용도로 쓰입니다.,미래에셋증권 증권용어사전,https://securities.miraeasset.com/hki/hki3028/r01.do
단순통화스왑(straight currency swap),[],채권/금리/환율,"단순통화스왑은 서로 다른 통화를 사용하는 두 당사자가 현재 환율로 자금을 교환한 뒤, 일정 기간이 지나면 처음 거래했을 때의 환율로 다시 교환하기로 약속하는 거래입니다. 직접통화스왑이라고도 불리며, 상호대출이나 백투백대출이 발전된 형태입니다. 환율 변동과 관계없이 최초 환율로 재교환하기 때문에 환율 변동에 따른 위험을 피할 수 있다는 특징이 있습니다.",미래에셋증권 증권용어사전,https://securities.miraeasset.com/hki/hki3028/r01.do
단순평균배당수익률,[],배당/주주환원,"단순평균배당수익률은 여러 종목의 배당 수준을 종합적으로 보여주는 지표입니다. 계산 방식은 크게 두 가지로, 모든 종목의 주당 배당금 합계를 주가 합계로 나누는 방식(총화법)과 각 종목의 배당수익률을 더해 종목 수로 나누는 방식(상대법)이 있습니다. 총화법은 종목별로 같은 수량만큼 투자했을 때의 수익률을, 상대법은 같은 금액만큼 투자했을 때의 수익률을 의미합니다. 현재 한국거래소에서는 총화법을 사용하여 이 지표를 산출하고 발표하고 있습니다.",미래에셋증권 증권용어사전,https://securities.miraeasset.com/hki/hki3028/r01.do
단순헤지(naive hedge),[],파생/구조화상품,"단순헤지는 보유한 현물 자산의 가치와 동일한 금액만큼 선물 계약을 체결하여 가격 변동 위험을 피하는 가장 기본적인 방법입니다. 선물 거래에서 발생하는 이익이나 손실이 현물 시장의 손실이나 이익과 정확히 일치하도록 선물 계약 수를 결정할 때, 현물과 동일한 액수의 선물 포지션을 취하는 방식을 의미합니다.",미래에셋증권 증권용어사전,https://securities.miraeasset.com/hki/hki3028/r01.do
단위형,[],ETF/펀드,"단위형은 펀드의 모집 시기(판매 기간)가 한정되어 있어, 정해진 기간이 지나면 추가로 가입할 수 없는 형태의 펀드를 말합니다. 펀드 상품 정보나 공시에서 가입 가능 여부를 확인하는 기준으로 활용됩니다.",iM증권 금융용어사전,https://www.imfnsec.com/research/financial_guide/fg000000.jsp
단위형 투자신탁,[],ETF/펀드,"단위형 투자신탁은 신탁 재산의 규모를 일정액으로 한정하여 정해진 기간 동안 독립적으로 운용하는 펀드 형태를 말합니다. 각 단위가 하나의 독립된 투자신탁으로 취급되어 운용되므로, 투자자는 본인이 속한 단위의 운용 결과에 따라 수익을 분배받습니다. 일반적으로 계약 기간이 정해져 있으며, 이 기간이 만료되면 해당 단위는 자동으로 종료되는 특징이 있습니다.",미래에셋증권 증권용어사전,https://securities.miraeasset.com/hki/hki3028/r01.do
단위형 투자신탁(unit type investment trust),[],ETF/펀드,"단위형 투자신탁은 신탁재산의 관리와 운용이 처음 설정된 단위별로 독립적으로 이루어지는 투자신탁입니다. 설정 이후 상환 시까지 추가 가입을 허용하지 않는 것이 특징입니다. 통상 3~5년의 신탁 기간이 설정되며, 특별한 경우를 제외하고는 원칙적으로 중도 환매가 제한될 수 있습니다.",미래에셋증권 증권용어사전,https://securities.miraeasset.com/hki/hki3028/r01.do
단일가 매매,[],거래/주문/결제,"단일가 매매는 일정 시간 동안 접수된 주문을 모아 특정 시점에 하나의 가격으로 한꺼번에 체결하는 방식입니다. 주로 장 시작 전후의 동시호가 시간대에 활용되며, 시장 안정화 장치가 발동되거나 정리매매 종목처럼 거래를 제한적으로 관리해야 할 때 적용됩니다.",KB증권 금융용어사전,https://www.kbsec.com/go.able?linkcd=m04110000
단일은행제도(unit banking system),[],거시경제,"단일은행제도는 지점 없이 하나의 은행이 독립적으로 운영되는 제도입니다. 금융 집중으로 인한 폐해를 줄이고 지역사회 내 기업들에게 균형 있게 자금을 공급할 수 있다는 특징이 있습니다. 다만 규모의 경제를 누리기 어렵고, 특정 지역에 한정되어 있어 자금 조달이 제한적이거나 대출 위험이 높을 수 있다는 점을 함께 고려해야 합니다.",미래에셋증권 증권용어사전,https://securities.miraeasset.com/hki/hki3028/r01.do
단일지수모형(single index model),[],투자지표/밸류에이션,"단일지수모형은 개별 주식의 수익률이 시장 전체의 수익률 변동과 일정한 관계를 가진다고 가정하는 분석 모형입니다. 시장모형이라고도 하며, 시장지표(지수)의 수익률과 개별 증권의 수익률 사이의 상관관계를 회귀식으로 나타냅니다. 이 모형은 주식의 수익률을 시장 수익률에 반응하는 정도인 베타(β) 계수와 개별 기업의 특성인 잔차 등으로 구분하여 설명하며, 포트폴리오 이론을 실무에 적용할 때 주로 사용됩니다.",미래에셋증권 증권용어사전,https://securities.miraeasset.com/hki/hki3028/r01.do
단주(odd lot),[],거래/주문/결제,"단주는 거래소에서 정한 기본 매매수량단위 미만의 주식을 뜻합니다. 표준 매매 단위에 못 미치는 수량을 의미하며, 거래소 시장에서 직접 매매하기 어려울 경우 장외시장이나 증권사 창구를 통해 거래되기도 합니다. 가격은 보통 거래소 시세를 참고하여 결정됩니다. 매매 단위가 큰 해외 시장에서는 단주 거래 현황을 시장 동향을 파악하는 참고 자료로 활용하기도 합니다.",미래에셋증권 증권용어사전,https://securities.miraeasset.com/hki/hki3028/r01.do
단축가능채권(retractable bond),[],채권/금리/환율,"단축가능채권은 채권 소지자가 발행인의 의사와 관계없이 만기일을 미리 정해진 날짜로 앞당길 수 있는 권리가 부여된 채권입니다. 주로 장기채권으로 발행되며, 일정 기간이 지난 후 투자자가 상황에 따라 만기를 단축할 수 있는 선택권을 가집니다.",미래에셋증권 증권용어사전,https://securities.miraeasset.com/hki/hki3028/r01.do
달러위기(dollar crisis),[],거시경제,달러위기는 미국의 국제수지 악화로 인해 달러화의 신뢰도가 급격히 떨어지고 가치가 불안정해졌던 상황을 뜻합니다. 1960년대 미국이 각국의 금 태환 요구에 원활히 대응하지 못하면서 금 수요와 가격이 폭등하고 달러 가치는 하락 압력을 받았습니다. 이 사건은 1971년 닉슨 선언으로 이어져 달러의 금 태환 정지와 변동환율제 이행의 계기가 되었습니다.,미래에셋증권 증권용어사전,https://securities.miraeasset.com/hki/hki3028/r01.do
달러평균법(dollar cost averaging),[],주식 기초,"달러평균법은 주가와 관계없이 정기적으로 일정 금액을 특정 종목이나 포트폴리오에 나누어 투자하는 방식입니다. 주가가 높을 때는 적은 수량을, 주가가 낮을 때는 많은 수량을 매수하게 되어 평균 매입 단가가 낮아지는 효과를 기대할 수 있습니다. 투자 초기나 주가 변동성이 있을 때 유용하지만, 주가가 계속 상승하는 구간에서는 효과가 제한적일 수 있습니다.",미래에셋증권 증권용어사전,https://securities.miraeasset.com/hki/hki3028/r01.do
담보 콜제도,[],채권/금리/환율,담보 콜제도는 금융기관들이 콜 거래를 할 때 국공채나 회사채 같은 담보물을 주고받는 제도입니다. 금융기관이 보유한 채권을 담보로 활용해 자금을 조달할 수 있게 함으로써 채권의 활용도를 높이는 특징이 있습니다. 주로 채권 시장의 자금 흐름이나 금융기관의 유동성 관련 뉴스에서 언급됩니다.,미래에셋증권 증권용어사전,https://securities.miraeasset.com/hki/hki3028/r01.do
담보대출,[],거래/주문/결제,"담보대출은 고객이 보유한 주식, 펀드, 채권 등의 금융상품을 담보로 자금을 빌리는 것을 말합니다. 국내외 주식뿐만 아니라 ELS/DLS, ELB/DLB 등 다양한 상품을 담보로 활용할 수 있으며, 대출 전날의 종가와 평가금액을 기준으로 최대 60%까지 대출이 가능합니다.",KB증권 금융용어사전,https://www.kbsec.com/go.able?linkcd=m04110000
담보부사채(mortgage bond),[],채권/금리/환율,"담보부사채는 기업이 사채를 발행할 때 부동산이나 유가증권 등의 자산을 담보로 제공하는 채권입니다. 발행회사와 수탁회사가 신탁계약을 맺고, 수탁회사가 투자자를 위해 담보를 관리하거나 권리를 행사하는 구조를 가집니다. 담보 대상에 따라 부동산담보부사채와 유가증권담보부사채로 나뉘며, 동일한 담보를 향후 발행할 사채에 다시 활용할 수 있는지에 따라 개방식과 폐쇄식으로 구분하기도 합니다.",미래에셋증권 증권용어사전,https://securities.miraeasset.com/hki/hki3028/r01.do
담보부사채신탁(mortgage bond trust),[],채권/금리/환율,"담보부사채신탁은 기업이 사채를 발행할 때 부동산 등의 재산을 담보로 제공하고, 이를 신탁은행에 일괄적으로 맡겨 관리하게 하는 제도입니다. 개별 채권자에게 담보를 직접 제공하기 어려운 경우에 활용하며, 담보를 맡은 신탁은행은 채권자들을 위해 사채 원리금 상환에 대한 책임을 부담합니다. 주로 채권 발행 관련 공시나 리포트에서 기업의 채무 이행 방식을 설명할 때 사용됩니다.",미래에셋증권 증권용어사전,https://securities.miraeasset.com/hki/hki3028/r01.do
담보부족,[],거래/주문/결제,"담보부족은 신용거래나 대출 시 계좌 내 현금과 주식의 평가금액이 정해진 담보 비율에 미달하여 투자자가 추가로 보충해야 하는 금액을 의미합니다. 주가 하락 등으로 계좌 가치가 유지해야 할 담보 비율 아래로 떨어질 때 발생하며, 정해진 기간 내에 부족한 금액을 채우지 못하면 반대매매가 진행될 수 있습니다. 담보 비율은 (순자산 평가금액 + 신용금액)을 신용금액으로 나누어 계산합니다.",KB증권 금융용어사전,https://www.kbsec.com/go.able?linkcd=m04110000
담보유가증권(collateral securities),[],거래/주문/결제,"담보유가증권은 증권금융회사가 주식매입자금이나 증권인수자금 등을 대출할 때 담보로 취득하는 유가증권입니다. 상장주식, 국채, 지방채, 수익증권 등이 담보로 활용될 수 있으며, 대출 종류에 따라 담보로 인정되는 범위가 달라집니다. 다만, 상장주식이 관리종목이나 감리종목으로 지정되거나 매매거래가 정지된 경우에는 담보 대상에서 제외될 수 있습니다.",미래에셋증권 증권용어사전,https://securities.miraeasset.com/hki/hki3028/r01.do
담보유지비율,[],거래/주문/결제,"담보유지비율은 주식을 담보로 대출을 받을 때 시세 변동에 따른 담보 가치 하락에 대비하여 유지해야 하는 최소한의 비율입니다. 담보비율은 (순자산 평가금액 + 신용금액)을 신용금액으로 나누어 계산하며, 증권사가 정한 기준치 이상으로 유지해야 합니다. 주가 하락 등으로 담보 가치가 이 비율보다 낮아지면 추가 담보를 요구받을 수 있으므로 거래 화면에서 수시로 확인이 필요합니다.",KB증권 금융용어사전,https://www.kbsec.com/go.able?linkcd=m04110000
담보저당채권(mortgage-backed bond),[],채권/금리/환율,"담보저당채권은 주택을 담보로 대출을 해준 뒤, 그 담보권을 바탕으로 발행한 채권입니다. 채권 발행자가 주택 자금을 빌린 사람들에게 받는 이자에서 일정 수수료를 제외하고 투자자에게 이자를 지급하는 구조를 가집니다. 미국 채권 시장의 GNMA, FNMA 등이 대표적이며, 주로 글로벌 금리나 부동산 경기 흐름을 다루는 뉴스 및 리포트에서 언급됩니다.",미래에셋증권 증권용어사전,https://securities.miraeasset.com/hki/hki3028/r01.do
담보화 부정조항(negative pledge clause),[],채권/금리/환율,"담보화 부정조항은 무담보사채를 발행한 회사가 다른 채무를 위해 회사 재산을 담보로 제공하는 것을 금지하는 계약 조항입니다. 담보가 없는 채권자를 보호하기 위한 장치로, 만약 회사가 다른 채무에 담보를 설정할 경우 기존 채무에도 동일한 비율의 담보권을 제공하겠다는 약속이 포함되기도 합니다.",미래에셋증권 증권용어사전,https://securities.miraeasset.com/hki/hki3028/r01.do
당기순손익(net income and loss for the year),[],재무/회계,"당기순손익은 기업이 일정 기간 동안 벌어들인 수익에서 모든 비용과 세금을 차감하고 남은 최종적인 이익 또는 손실을 말합니다. 재무제표의 손익계산서에서 매출액, 영업이익 등을 거쳐 법인세까지 모두 반영한 마지막 결과물입니다. 기업의 순자산이 얼마나 변했는지 보여주는 종합적인 경영 성과 지표로 활용되지만, 영업 외적인 요인이나 일시적인 손익도 포함될 수 있다는 점을 함께 고려해야 합니다.",미래에셋증권 증권용어사전,https://securities.miraeasset.com/hki/hki3028/r01.do
당기순이익,[],재무/회계,"당기순이익은 기업이 일정 기간 동안 벌어들인 총수익에서 모든 비용을 뺀 최종적인 이익입니다. 영업이익에 영업외수익을 더하고 영업외비용을 차감하여 계산하며, 기업의 전반적인 경영 상태를 보여주는 지표로 활용됩니다. 재무제표나 실적 공시에서 기업의 최종 성과를 파악할 때 주로 사용됩니다.",KB증권 금융용어사전,https://www.kbsec.com/go.able?linkcd=m04110000
당기실적주의,[],재무/회계,"당기실적주의는 기업의 이익을 산정할 때 정상적인 영업활동에서 발생한 수익과 비용만을 포함해야 한다는 회계 원칙입니다. 기업의 본래 사업 성과와 동향을 파악하기 좋다는 장점이 있지만, 정상적인 이익과 비정상적인 이익을 구분하는 기준이 주관적일 수 있다는 한계가 있습니다. 우리나라는 1972년까지 이 원칙을 채택했으나 이후 모든 손익 항목을 포함하는 포괄주의로 전환했습니다.",미래에셋증권 증권용어사전,https://securities.miraeasset.com/hki/hki3028/r01.do
당일결제거래(cash delivery),[],거래/주문/결제,"당일결제거래는 증권 매매가 성립된 당일에 대금 결제와 증권 인도가 모두 이루어지는 거래 방식입니다. 현재 우리나라에서는 국공채나 회사채 같은 채권 거래에 주로 적용하고 있습니다. 주식이나 전환사채 등은 매매 후 3일째에 결제가 완료되는 보통거래 방식을 따르므로, 거래하려는 상품의 종류에 따라 결제 시점이 다를 수 있음을 유의해야 합니다.",미래에셋증권 증권용어사전,https://securities.miraeasset.com/hki/hki3028/r01.do
당좌대월(overdrafts),[],재무/회계,"당좌대월은 은행과 미리 약정한 한도 내에서 예금 잔액보다 더 많은 금액을 인출하거나 수표를 발행할 수 있는 은행 대출의 일종입니다. 기업이 일시적인 자금 부족에 대응하기 위해 활용하며, 재무제표 등에서 부채 항목으로 확인될 수 있습니다. 한도 내에서 유연하게 자금을 빌려 쓰는 방식이므로 기업의 단기적인 자금 운용 상황을 보여주는 지표가 됩니다.",미래에셋증권 증권용어사전,https://securities.miraeasset.com/hki/hki3028/r01.do
당좌대출,[],재무/회계,"당좌대출은 당좌예금 잔액을 초과하여 발행된 수표나 어음 금액을 은행이 정해진 한도 내에서 자동으로 대출해 주는 제도입니다. 재무구조나 신용도가 양호한 거래자를 대상으로 하며, 기업이 일시적인 자금 부족을 해결하기 위해 활용합니다. 재무제표나 공시 등에서 기업의 단기 부채나 자금 운용 상태를 나타낼 때 쓰입니다.",미래에셋증권 증권용어사전,https://securities.miraeasset.com/hki/hki3028/r01.do
당좌비율(quick ratio),[],투자지표/밸류에이션,"당좌비율은 당좌자산을 유동부채로 나눈 비율로, 기업이 단기적인 채무를 감당할 수 있는 능력이 어느 정도인지 측정하는 지표입니다. 산성시험비율이라고도 하며, 재무제표를 통해 기업의 재무 안정성을 파악할 때 유동비율과 함께 활용됩니다. 일반적으로 100% 이상을 안정적이라고 보았으나, 최근에는 자금 관리 방식의 변화로 100% 미만인 기업도 많으므로 수치 하나만으로 단정하기보다 업종이나 기업의 상황을 함께 고려해야 합니다.",미래에셋증권 증권용어사전,https://securities.miraeasset.com/hki/hki3028/r01.do
당좌예금(checking accounts),[],재무/회계,"당좌예금은 기업이 은행과 계약을 맺고 수표를 발행하여 현금을 인출할 수 있도록 만든 예금입니다. 기업은 수표를 발행해 물품 대금 등을 지급함으로써 은행이 결제를 대행하게 하는 영업상의 편의를 얻습니다. 일반적인 예금과 달리 이자가 붙지 않는 무이자 예금이라는 특징이 있으며, 재무제표 등에서 기업의 자금 상태를 파악할 때 쓰이는 용어입니다.",미래에셋증권 증권용어사전,https://securities.miraeasset.com/hki/hki3028/r01.do
당좌자산(quick assets),[],재무/회계,"당좌자산은 유동자산 중에서 판매 과정을 거치지 않고 즉시 현금화할 수 있는 자산을 뜻합니다. 현금, 예금, 유가증권, 외상매출금 등이 포함되며, 보통 1년 이내에 현금화되어 단기 부채를 갚는 데 활용될 수 있습니다. 재무제표를 통해 기업의 단기적인 자금 동원 능력이나 지급 능력을 확인할 때 주요하게 쓰이는 항목입니다.",미래에셋증권 증권용어사전,https://securities.miraeasset.com/hki/hki3028/r01.do
당좌차월(bank overdraft),[],재무/회계,"당좌차월은 기업이 은행과 미리 계약을 맺고, 예금 잔액을 초과하여 수표를 발행하더라도 은행이 대신 지급해 주는 제도입니다. 재무제표에서는 기업이 은행에 갚아야 할 부채로 분류되며, 초과하여 사용한 금액에 대해서는 이자가 발생합니다. 기업의 단기적인 자금 조달 상황을 보여주는 항목 중 하나입니다.",미래에셋증권 증권용어사전,https://securities.miraeasset.com/hki/hki3028/r01.do
